,id,profession,salary_from,salary_to,city,street,latitude,longitude,employer,schedule
29,75734198,"Администратор магазина (Нижний Новгород, Кудьма, Кудьминская промышленная зона N1)",38475.0,48094.0,Кудьма,Кудьминская промышленная зона N1,56.1652168,43.8751414,Пятёрочка,Полный день
30,75726984,Маркетолог-аналитик,40000.0,,Нижний Новгород,бульвар Мира,56.327426,43.957441,База цветов 24.ру,Полный день
31,75730128,Менеджер по закупкам,30000.0,50000.0,Дзержинск,улица Гайдара,56.248716,43.446848,Сервисный центр Радуга,Полный день
32,75726293,Мерчендайзер визитный - торговый агент (Канавинский),38300.0,38300.0,Нижний Новгород,Канавинский район,56.312834,43.937238,Работут,Полный день
33,75733324,"Администратор магазина (Павлово, Шутова, 1А)",33000.0,40000.0,Павлово,Шутова,55.9659093,43.0837906,Пятёрочка,Полный день
34,75726468,Администратор медицинского центра,30000.0,,Нижний Новгород,площадь Максима Горького,56.314845885726484,43.99016270667568,Доктор Борменталь,Полный день
35,75726126,Инженер управления поставок трубопроводной арматуры,,65000.0,Нижний Новгород,площадь Свободы,56.318037,44.012832,Гринатом,Полный день
36,75731629,"Администратор магазина (Павлово, Правика, 2А)",33000.0,40000.0,Павлово,Правика,55.9388915,43.0544458,Пятёрочка,Полный день
37,75728628,Швея,40000.0,,Нижний Новгород,улица Тимирязева,56.306373,43.995826,Реконструкт,Полный день
38,75732277,"Администратор магазина (Нижний Новгород, Литвинова, 74Б)",39000.0,45000.0,Нижний Новгород,Литвинова,56.316239,43.947578,Пятёрочка,Полный день
39,73329516,Уборщица / уборщик служебных помещений,22000.0,,Нижний Новгород,улица Чаадаева,56.330071,43.851907,ГБУЗ НО Городская больница № 28,Полный день
40,75731528,"Администратор магазина (Нижний Новгород, Октября, 4А)",39000.0,49500.0,Нижний Новгород,Октября,56.246431,43.866137,Пятёрочка,Полный день
41,75730950,"Администратор магазина (Нижний Новгород, Судостроительная, 7А)",43000.0,55000.0,Нижний Новгород,Судостроительная,56.35092,43.844612,Пятёрочка,Полный день
42,75730758,"Администратор магазина (Саров, Силкина, 30)",29900.0,37500.0,Саров,Силкина,54.9150388,43.3494683,Пятёрочка,Полный день
43,75729276,Менеджер по работе с клиентами,40000.0,,Нижний Новгород,улица Федосеенко,56.340794,43.809588,Шевяков Андрей Николаевич,Полный день
44,69521547,Повар,35000.0,,Нижний Новгород,Провиантская улица,56.326268,44.026342,ФГБОУ ВО Нижегородский государственный технический университет им. Р.Е. Алексеева,Полный день
45,75726735,Начальник отдела маркетинга,60000.0,86390.0,,,,,Компания ТрансТелеКом,Полный день
46,75730604,"Администратор магазина (Нижний Новгород, Культуры, 12)",43000.0,55000.0,Нижний Новгород,Культуры,56.348233,43.856336,Пятёрочка,Полный день
47,75731959,"Администратор магазина (Нижний Новгород, Бекетова, 69)",39000.0,50000.0,Нижний Новгород,Бекетова,56.2942467,44.0277929,Пятёрочка,Полный день
48,75734075,"Администратор магазина (Саров, Музрукова, 31)",29900.0,37500.0,Саров,Музрукова,54.9340231,43.3266463,Пятёрочка,Полный день
49,75732191,"Администратор магазина (Арзамас, Молокозаводская, 29)",30524.0,39300.0,Арзамас,Молокозаводская,55.4122462,43.8000893,Пятёрочка,Полный день
50,75731559,"Администратор магазина (Нижний Новгород, Октября, 16)",39000.0,49500.0,Нижний Новгород,Октября,56.251202,43.866514,Пятёрочка,Полный день
51,75731835,Горничная в Отель,,30000.0,Нижний Новгород,улица Пожарского,56.324371,43.999204,Ялокша,Полный день
52,75730023,Инженер-конструктор,40000.0,70000.0,Нижний Новгород,Московское шоссе,56.317422,43.907298,Фасад Реклама-Н,Полный день
53,75733342,"Администратор магазина (Кстово, 2-й, 13А)",36000.0,47000.0,Кстово,2-й,56.1449308,44.1930619,Пятёрочка,Полный день
54,75733822,"Администратор магазина (Кстово, Шестой, 37А)",36167.0,49730.0,Шестой,,56.1432084,44.1664198,Пятёрочка,Полный день
55,75728807,"Администратор магазина (Кстово, 2-й, 25)",36000.0,47000.0,Кстово,2-й,56.143021,44.1879677,Пятёрочка,Полный день
56,70848553,Врач-терапевт стационара,80000.0,,Нижний Новгород,улица Чаадаева,56.330071,43.851907,ГБУЗ НО Городская больница № 28,Полный день
57,74095076,Повар горячего цеха (без опыта),48000.0,,Саров,"Старый район, улица Силкина",54.923745,43.352848,Spar,Полный день
58,75729641,Водитель-курьер в службу доставки,121000.0,134000.0,Нижний Новгород,Варварская улица,56.32509,44.00834,Департамент Ф53,Полный день
59,75732647,Технолог по металлообработке,40000.0,70000.0,Нижний Новгород,Московское шоссе,56.306113,43.82918,Велам-Рус,Полный день
60,72086915,Специалист по охране труда,,30000.0,Нижний Новгород,Советская улица,56.325609,43.957971,Маринс Парк Отель Нижний Новгород,Полный день
61,75729186,"Администратор магазина (Саров, Кирова, 14)",33089.0,41339.0,Саров,Кирова,54.945635,43.294323,Пятёрочка,Полный день
62,72203482,Водитель-курьер на личном автомобиле,30000.0,111000.0,Нижний Новгород,"Автозаводский район, микрорайон Северный, Львовская улица",56.268082,43.873108,Департамент Ф53,Гибкий график
63,75726441,Мерчендайзер визитный - торговый агент (Советский),38300.0,38300.0,Нижний Новгород,Советский район,56.293337,44.013856,Работут,Полный день
64,75733002,"Администратор магазина (Заволжье, Дзержинского, 35)",34300.0,42900.0,Заволжье,Дзержинского,56.6316608,43.3959509,Пятёрочка,Полный день
65,73513719,Слесарь по эксплуатации и ремонту газового оборудования,44000.0,,Нижний Новгород,улица Баррикад,56.358856,43.870538,Завод Красное Сормово,Полный день
66,75732193,"Токарь (4, 5 разряд)",50000.0,,Нижний Новгород,Сормовское шоссе,56.333305,43.89199,Нижегородский завод 70-летия Победы,Сменный график
67,75742406,Укладчик-упаковщик,38000.0,,Нижний Новгород,Московское шоссе,56.316893,43.909444,Мягкий сон,Полный день
68,75736139,Столяр,40000.0,80000.0,Нижний Новгород,улица Нартова,56.284189,43.997515,Столярная мастерская RJ,Полный день
69,73801210,"Официант в ресторан ""LE GRILL""",50000.0,,Нижний Новгород,улица Белинского,56.310398,44.000336,Бельканто,Сменный график
70,72447151,Ночной раскладчик товара (Ленинский р-н),31200.0,35500.0,Нижний Новгород,Деревообделочная улица,56.301394,43.947713,ОКЕЙ – Федеральная розничная сеть,Сменный график
71,75739053,1С специалист,30000.0,150000.0,Нижний Новгород,Ошарская улица,56.30473,44.019389,СТАРК,Полный день
72,75742091,Бухгалтер/делопроизводитель,35000.0,35000.0,Нижний Новгород,улица Коновалова,56.35351,43.793319,Группа компаний Древиз,Полный день
73,75738135,Электромонтер/техник по эксплуатации зданий,30000.0,,Нижний Новгород,Электровозная улица,56.299566,43.869317,Гамма - Транс,Полный день
74,75742184,Менеджер по продажам,25000.0,45000.0,Нижний Новгород,проспект Гагарина,56.24496,43.972425,LiLoo,Полный день
75,75739978,"Менеджер по туризму в Автозаводский, Мещерский, Сормовский офис",30000.0,70000.0,Нижний Новгород,улица Белинского,56.309774,43.994766,Дилижанс-Тур,Полный день
76,75736168,Продавец консультант магазина Магнит Косметик,22000.0,,Сокольское,Калинина,57.140705,43.1590929,"МАГНИТ, Розничная сеть",Сменный график
77,75734671,Дизайнер интерьера,40000.0,,Нижний Новгород,улица Родионова,56.314532,44.069902,Dexxo,Полный день
78,75735500,"Администратор магазина (Пильна, Пильна, Центральный, 8)",27702.0,40011.0,Пильна,Центральный,55.5485204,45.9188,Пятёрочка,Полный день
79,75738958,Продавец консультант магазина Магнит Косметик,25000.0,,Чкаловск,Белинского,56.7652731,43.2499965,"МАГНИТ, Розничная сеть",Сменный график
80,75737942,Слесарь по ремонту подвижного состава,40000.0,55000.0,Нижний Новгород,Кондукторская улица,56.275569,43.833842,"Милорем-Сервис, филиал в г. Нижний Новород",Сменный график
81,75737251,Уборщица / уборщик в чайный клуб,10000.0,12000.0,Нижний Новгород,Рождественская улица,56.326517,43.982055,Чайный клуб МАТЭ,Полный день
82,75735675,"Администратор магазина (Дивеево, Арзамасская, 47А)",30300.0,42200.0,Дивеево,Арзамасская,55.0435285,43.2503197,Пятёрочка,Полный день
83,75739900,Менеджер по продажам,50000.0,120000.0,Нижний Новгород,посёлок Черепичный,56.245755,44.007163,Нижегородский Гофрокартонный Завод,Полный день
84,75736871,Территориальный менеджер отдела продаж B2B,50000.0,200000.0,Нижний Новгород,Молодёжный проспект,56.253447,43.807153,НОРТЭКС,Полный день
85,75742274,Продавец консультант магазина Магнит Косметик,18600.0,24000.0,Воскресенское,Октябрьская,56.8387649,45.4290377,"МАГНИТ, Розничная сеть",Сменный график
86,75742570,Продавец консультант магазина Магнит Косметик,29200.0,33800.0,Нижний Новгород,Энгельса,56.3449998,43.8703678,"МАГНИТ, Розничная сеть",Сменный график
87,75742727,Слесарь-сборщик,42000.0,,Павлово,улица Аллея Ильича,55.967678,43.112756,Автоком-Радий,Полный день
88,75737416,Контролер энергонадзора,48000.0,49000.0,Нижний Новгород,проспект Ленина,56.248166,43.875686,Энергосетевая Компания,Полный день
89,75740142,Старший продавец магазина Магнит Косметик,33000.0,,Бор,Интернациональная,56.4068915,43.9797138,"МАГНИТ, Розничная сеть",Сменный график
90,75737249,Водитель вилочного погрузчика,30000.0,45000.0,Нижний Новгород,Порт-Артурская улица,56.294726,43.909382,Завод Красная Этна,Полный день
91,75739471,"Администратор магазина (Нижний Новгород, Надежды Сусловой, 6)",39000.0,45000.0,Нижний Новгород,Надежды Сусловой,56.3030469,44.0394839,Пятёрочка,Полный день
92,75735944,"Администратор магазина (Нижний Новгород, Московское, 213А)",39000.0,49500.0,Нижний Новгород,Московское,56.315129,43.8712924,Пятёрочка,Полный день
93,75740529,Продавец консультант магазина Магнит Косметик,29200.0,,Нижний Новгород,Культуры,56.3433185,43.8374138,"МАГНИТ, Розничная сеть",Сменный график
94,75736776,"Администратор магазина (Нижний Новгород, Московское, 146В)",39000.0,49500.0,Нижний Новгород,Московское,56.3132431,43.8739406,Пятёрочка,Полный день
95,75736703,"Администратор магазина (Нижний Новгород, Ленина, 3)",42000.0,51000.0,Нижний Новгород,Ленина,56.2997703,43.938125,Пятёрочка,Полный день
96,75736490,"Администратор магазина (Нижний Новгород, Народная, 42Б)",39000.0,45000.0,Нижний Новгород,Народная,56.33665,43.9228977,Пятёрочка,Полный день
97,75737314,"Администратор магазина (Сергач, Советская, 28)",27702.0,40011.0,Сергач,Советская,55.5334648,45.4566489,Пятёрочка,Полный день
98,75742915,Электрик,25000.0,25000.0,Нижний Новгород,улица Академика Сахарова,56.266982,44.025866,Современные технологии,Сменный график
99,75741057,Врач-нефролог,30000.0,60000.0,Псков,улица Малясова,57.811738,28.324743,ГБУЗ Псковская областная клиническая больница,Полный день
100,75742111,Главный экономист отдела анализа и оценки кредитных проектов крупного бизнеса,110000.0,,,,,,Россельхозбанк,Полный день
101,75737887,"Администратор магазина (Дзержинск, Сухаренко, 5)",36000.0,42000.0,Дзержинск,Сухаренко,56.2436894,43.3990306,Пятёрочка,Полный день
102,75735013,"Администратор магазина (Нижний Новгород, Германа Лопатина, 10)",39000.0,45000.0,Нижний Новгород,Германа Лопатина,56.2980087,44.0637851,Пятёрочка,Полный день
103,75736410,"Администратор магазина (Нижний Новгород, Бринского, 1А)",39000.0,45000.0,Нижний Новгород,Бринского,56.2980466,44.0724574,Пятёрочка,Полный день
104,75738528,"Администратор магазина (Нижний Новгород, Тонкинская, 3)",39000.0,45000.0,Нижний Новгород,Тонкинская,56.3242938,43.9395584,Пятёрочка,Полный день
105,75736271,Автослесарь грузовых автомобилей,50000.0,50000.0,Нижний Новгород,Чебоксарская улица,56.331548,43.924132,Темп Логистика,Полный день
106,75737338,"Администратор магазина (Нижний Новгород, Дачная, 1А)",39000.0,49500.0,Нижний Новгород,Дачная,56.2992045,43.9145103,Пятёрочка,Полный день
107,75736458,"Администратор магазина (Нижний Новгород, Народная, 40А)",42000.0,53000.0,Нижний Новгород,Народная,56.338529,43.91699,Пятёрочка,Полный день
108,75736076,Фрезеровщик 6 разряда,35000.0,45000.0,Нижний Новгород,Базарная,56.351649,43.8578,"Сормовская кондитерская фабрика,ЗАО",Полный день
109,75738526,"Администратор магазина (Шахунья, Советская, 11)",29000.0,40000.0,Шахунья,Советская,57.6740167,46.6074064,Пятёрочка,Полный день
110,75743842,Главный клиентский менеджер отдела по работе с клиентами малого и среднего бизнеса,55000.0,,,,,,Россельхозбанк,Полный день
111,75737010,"Администратор магазина (Шахунья, Первомайская, 37)",29000.0,40000.0,Шахунья,Первомайская,57.6763442,46.6163597,Пятёрочка,Полный день
112,73447271,"Рабочий по комплексному обслуживанию зданий, сооружений и территории (Приокский район)",40000.0,,Нижний Новгород,улица Ларина,56.23841062793295,43.971175239251735,Узола,Полный день
113,75735139,"Администратор магазина (Нижний Новгород, Челюскинцев, 10Б)",39000.0,49500.0,Нижний Новгород,Челюскинцев,56.247903,43.858339,Пятёрочка,Полный день
114,75742196,Старший продавец магазина Магнит Косметик,34500.0,,Дзержинск,Октябрьская,56.2328904,43.4601068,"МАГНИТ, Розничная сеть",Сменный график
115,75741176,Товаровед магазина Магнит Косметик,30600.0,36000.0,Дзержинск,Октябрьская,56.2328904,43.4601068,"МАГНИТ, Розничная сеть",Сменный график
116,75741773,Мастер по контрольно измерительным приборам и автоматике,60750.0,,Дзержинск,территория Восточный промрайон,56.255262,43.575855,НОРКЕМ,Полный день
117,75739246,"Администратор магазина (Нижний Новгород, Советской Армии, 18)",39000.0,49500.0,Нижний Новгород,Советской Армии,56.2587181,43.8511435,Пятёрочка,Полный день
118,75735756,"Администратор магазина (Нижний Новгород, Львовская, 7)",39000.0,49500.0,Нижний Новгород,Львовская,56.2666613,43.8750756,Пятёрочка,Полный день
119,75738991,1С программист,60000.0,,Нижний Новгород,Ошарская улица,56.30473,44.019389,СТАРК,Полный день
120,75736362,"Администратор магазина (Нижний Новгород, Московское, 37)",47000.0,54000.0,Нижний Новгород,Московское,56.3220108,43.9335717,Пятёрочка,Полный день
121,75736982,Продавец - консультант магазина Магнит Косметик,22000.0,,Шахунья,Революционная,57.6772795,46.6126059,"МАГНИТ, Розничная сеть",Сменный график
122,72203569,Сборщик (Комплектовщик) заказов,,57000.0,Нижний Новгород,"Автозаводский район, микрорайон Северный, Львовская улица",56.268082,43.873108,Департамент Ф53,Гибкий график
123,75736457,"Администратор магазина (Кстово, Зеленая, 10А)",36167.0,49730.0,Кстово,Зеленая,56.1508404,44.1836043,Пятёрочка,Полный день
124,75737399,Продавец-консультант магазина Магнит Косметик,,29200.0,Нижний Новгород,Мокроусова,56.3574424,43.8338843,"МАГНИТ, Розничная сеть",Сменный график
125,75734597,"Администратор магазина (Дзержинск, Свердлова, 22А)",36000.0,42000.0,Дзержинск,Свердлова,56.2463941,43.3913983,Пятёрочка,Полный день
126,73816416,Ведущий менеджер по закупкам,45000.0,,Нижний Новгород,Ошарская улица,56.311751,44.015212,РОСДИДАКТИКА,Полный день
127,75737949,Продавец консультант магазина Магнит Косметик,29200.0,33800.0,Нижний Новгород,Культуры,56.348273,43.8552551,"МАГНИТ, Розничная сеть",Сменный график
128,73338540,Тифлопедагог,27000.0,35000.0,Нижний Новгород,Юбилейная улица,56.288781,44.003732,ГАОУ НОС(К) школа-интернат для слепых и слабовидящих детей,Полный день
129,72127240,Сборщик-водитель-курьер на личном автомобиле,,114000.0,Дзержинск,проспект Чкалова,56.248301,43.464527,СберМаркет,Полный день
130,73685697,Торговый представитель,50000.0,120000.0,Нижний Новгород,проспект Гагарина,56.29034,43.983672,ЯРОМЕД,Полный день
131,75741855,Главный метролог,60750.0,,Дзержинск,территория Восточный промрайон,56.255262,43.575855,НОРКЕМ,Полный день
132,75742976,Инженер по вентиляции и кондиционированию / сервисный инженер,63200.0,63200.0,Нижний Новгород,улица Академика Сахарова,56.266982,44.025866,Современные технологии,Полный день
133,75739477,"Администратор магазина (им Тимирязева, им Тимирязева, Новая, 8)",33300.0,69400.0,им Тимирязева,Новая,56.7155885,43.4085834,Пятёрочка,Полный день
134,75746219,Менеджер по работе с клиентами,35000.0,,Нижний Новгород,улица Федосеенко,56.337551,43.811447,Биомикс,Полный день
135,75745356,Инструктор ЛФК,46000.0,46000.0,деревня Рекшино,,56.454731943054725,44.008010302860896,Практикум здоровья Устиновой О.И.,Сменный график
136,74029011,Помощник кладовщика,35000.0,,Нижний Новгород,Полтавская улица,56.313858,44.029585,Пластиковая Мануфактура,Полный день
137,75749178,Водитель на автомобиле компании,40000.0,50000.0,,,,,СК,Полный день
138,75748913,Менеджер по продажам (удаленно),50000.0,60000.0,Нижний Новгород,улица Белинского,56.313508,44.00825,Маркет Групп,Полный день
139,75749394,Администратор гостиницы,17000.0,21000.0,поселок городского типа Большое Козино,,56.403836,43.70992,Загородный клуб Олимпия,Сменный график
140,75748264,Старший менеджер по обслуживанию,27000.0,,Красные Баки,,57.128527,45.155884,СБЕР,Полный день
141,75748749,Товарный аналитик,50000.0,,Нижний Новгород,"микрорайон Соцгород, улица Героя Советского Союза Поющева",56.250032,43.870395,Аквагранд,Полный день
142,75747301,Старший менеджер по обслуживанию,16600.0,,Запрудное,,56.040329,44.439747,СБЕР,Полный день
143,73853620,Мастер по ремонту компьютеров,40000.0,60000.0,Нижний Новгород,улица Максима Горького,56.319384,44.022021,Лаборатория Ремонта,Полный день
144,75744572,Менеджер по продажам,60000.0,90000.0,Нижний Новгород,Интернациональная улица,56.310043,43.948351,НАЙМОНЛАЙН,Полный день
145,75749199,Резчик на производство (типография),30000.0,,Нижний Новгород,Краснозвёздная улица,56.286168,43.985128,Риммини,Полный день
146,75746291,Мастер,55000.0,60000.0,Ворсма,Захаровская улица,55.991304,43.2659,Нижегородская Оконная Компания,Полный день
147,75749712,Грузчик,45000.0,,Дзержинск,улица Пирогова,56.252522,43.472064,ЭДИАЛ ПЛАСТ,Сменный график
148,75744309,Полицейский,25000.0,,Богородск,266 улица Ленина,56.10687125723964,43.52400753647089,Отдел МВД России Богородский,Сменный график
149,75748185,Менеджер по работе с клиентами,,50000.0,Нижний Новгород,Почаинская улица,56.32766,43.995521,Миртова Светлана Евгеньевна,Полный день
150,75745641,Инженер-проектировщик слаботочных систем,80000.0,,Нижний Новгород,Электровозная улица,56.298597,43.864017,ТСН-Электро,Полный день
151,75747124,Курьер,,100800.0,Нижний Новгород,улица Октябрьской Революции,56.30838,43.936789,КА Правильный Выбор,Гибкий график
152,75746288,Администратор ресторана,20000.0,25000.0,поселок городского типа Большое Козино,,56.403836,43.70992,Загородный клуб Олимпия,Сменный график
153,75747186,Велокурьер,,100800.0,Нижний Новгород,улица Культуры,56.348108,43.854045,КА Правильный Выбор,Гибкий график
154,75745789,Продавец-консультант магазина Магнит Косметик,29200.0,33800.0,Нижний Новгород,Героев космоса,56.3595,43.8214882,"МАГНИТ, Розничная сеть",Сменный график
155,73853738,Мастер по ремонту телефонов и планшетов,50000.0,,Нижний Новгород,улица Максима Горького,56.319384,44.022021,Лаборатория Ремонта,Полный день
156,75749004,Заместитель начальника отдела по работе с клиентами крупного бизнеса,98000.0,,,,,,Россельхозбанк,Полный день
157,75747839,Агент по недвижимости / риелтор,50000.0,,Дзержинск,улица Грибоедова,56.239673,43.449911,Агентство недвижимости Вертикаль и Золотой ключик,Полный день
158,75748070,Старший клиентский менеджер,44200.0,,Городец,,56.6449218,43.4723104,СБЕР,Полный день
159,75746046,Старший продавец магазина Магнит Косметик,34500.0,,Дзержинск,Строителей,56.2310433,43.4048507,"МАГНИТ, Розничная сеть",Сменный график
160,75749385,Менеджер розничных продаж (Продавец - консультант),50000.0,70000.0,Нижний Новгород,Интернациональная улица,56.310058,43.948324,Лидер-НН,Полный день
161,75745220,Продавец консультант магазина Магнит Косметик,26700.0,,Дзержинск,Красноармейская,56.24619,43.410988,"МАГНИТ, Розничная сеть",Сменный график
162,75749030,Главный менеджер отдела по работе с клиентами крупного бизнеса,75000.0,,,,,,Россельхозбанк,Полный день
163,75744898,Продавец консультант магазина Магнит Косметик,29200.0,33400.0,Нижний Новгород,Переходникова,56.2628014,43.8995768,"МАГНИТ, Розничная сеть",Сменный график
164,75746347,Главный технолог фанерного производства (в г.Галич),112000.0,135000.0,Галич,улица Клары Цеткин,58.375867,42.342585,Segezha Group,Полный день
165,75743935,"Администратор магазина (Нижний Новгород, Веденяпина, 24)",39000.0,49500.0,Нижний Новгород,Веденяпина,56.2289917,43.8780839,Пятёрочка,Полный день
166,75747089,Курьер,,100800.0,Нижний Новгород,проспект Ленина,56.291239,43.933447,КА Правильный Выбор,Гибкий график
167,75746485,Сервисный инженер компрессорного оборудования,40000.0,,Нижний Новгород,улица Долгополова,56.313868,43.944335,ВиК Техно,Полный день
168,75746968,Курьер,82560.0,96320.0,Нижний Новгород,улица Добролюбова,56.32475,43.993787,Самокат (ООО Лидер консалт - официальный партнер),Полный день
169,75747004,Старший продавец магазина Магнит Косметик,34500.0,,Дзержинск,Октябрьская,56.2328904,43.4601068,"МАГНИТ, Розничная сеть",Сменный график
170,75747152,Старший менеджер по обслуживанию,39800.0,,Арзамас,,55.3945814,43.8408141,СБЕР,Полный день
171,75745433,Грузчик-упаковщик / комплектовщик,40000.0,,Нижний Новгород,улица Коминтерна,56.339622,43.887148,Российская Стекольная Компания,Полный день
172,75745898,Курьер в доставку Кафе (подработка),55500.0,115700.0,Нижний Новгород,,56.326797,44.006516,Квазар,Гибкий график
173,75745112,Водитель-курьер выходного дня с личным авто,36000.0,112000.0,Нижний Новгород,Автозаводская линия,56.313958,43.994326,Департамент Ф53,Полный день
174,75747415,Директор магазина,60000.0,86500.0,Нижний Новгород,Гагарина,56.236491,43.953749,"МАГНИТ, Розничная сеть",Полный день
175,75750094,Печатник в типографию,35000.0,45000.0,Нижний Новгород,улица Подводников,56.27291,43.926881,Роском,Полный день
176,75750306,Консультант отдела сотрудничества со странами СНГ департамента внешних связей,35000.0,45000.0,Нижний Новгород,Кремль,56.328624,44.002842,Правительство Нижегородской области,Полный день
177,75751322,Специалист по закупкам,35000.0,,Нижний Новгород,улица Красных Партизан,56.2460020892902,43.83709833729479,ГБУ НО ВФД,Полный день
178,75750584,Менеджер IT-проектов,70000.0,120000.0,Нижний Новгород,улица Пискунова,56.324616,44.010119,Нефабрика,Гибкий график
179,75751337,Экономист по финансовой работе,35000.0,,Нижний Новгород,улица Красных Партизан,56.2460020892902,43.83709833729479,ГБУ НО ВФД,Полный день
180,75750548,Менеджер по маркетплейсам / интернет продажи,80000.0,,Нижний Новгород,улица Вторчермета,56.299121,43.86169,Политехник,Полный день
181,75751299,Медицинская сестра/Медицинский брат (Ассистент врача по спортивной медицине),23000.0,25000.0,Нижний Новгород,улица Красных Партизан,56.2460020892902,43.83709833729479,ГБУ НО ВФД,Полный день
182,75751015,Автоэлектрик,46000.0,46000.0,Дзержинск,Красноармейская улица,56.250417,43.405229,НАСТ,Полный день
183,75750414,Старший менеджер по обслуживанию,38300.0,,Кулебаки,,55.4296181,42.5125538,СБЕР,Полный день
184,75751016,Автоэлектрик,46000.0,46000.0,Дзержинск,Красноармейская улица,56.250417,43.405229,НАСТ,Полный день
185,75750862,Водитель-экспедитор категории В и С,40000.0,50000.0,,,,,Фортис,Полный день
186,75751179,Инженер сметного отдела / инженер ПТО / Сметчик,40000.0,,Нижний Новгород,,56.326797,44.006516,СК Белый Дом,Полный день
187,75751825,Начальник службы качества,90000.0,100000.0,Балахна,улица Строителей,56.490425,43.596912,Узола,Полный день
188,75750209,Старший клиентский менеджер,44200.0,,Арзамас,,55.3946757,43.8408759,СБЕР,Полный день
